kc_id,glomerulus,synapses
720575940602564320,VA7m,9
720575940602564320,VC4,23
720575940602564320,VM1,25
720575940602605536,DM4,15
720575940602605536,DM6,16
720575940602605536,DP1m,13
720575940602605536,VC2,11
720575940602605536,VC3,10
720575940603050668,DM3,23
720575940603050668,DM4,26
720575940603050668,VA1d,25
720575940603084972,DA1,6
720575940603084972,DC1,20
720575940603084972,VA1v,7
720575940603084972,VA2,8
720575940603084972,VM7v,14
720575940603111392,DM1,26
720575940603111392,DM6,11
720575940603111392,VA3,17
720575940603111392,VC4,5
720575940603174368,DM6,5
720575940603174368,DP1l,19
720575940603174368,VA2,8
720575940603174368,VC3,6
720575940603642982,DM1,22
720575940603642982,VC5,22
720575940603642982,VM3,21
720575940603673120,DC1,29
720575940603673120,DL1,25
720575940603673120,DM6,12
720575940603673120,VA5,14
720575940603673120,VM7d,6
720575940603674656,DA1,24
720575940603674656,DL5,28
720575940603674656,DM2,14
720575940603674656,VA4,9
720575940603688224,VA1v,14
720575940603688224,VM7d,20
720575940603719712,DA4l,7
720575940603719712,DC2,21
720575940603719712,VA7m,12
720575940603719712,VC3,19
720575940603721248,DM2,11
720575940603721248,DP1m,32
720575940603721248,V,9
720575940603721248,VA4,17
720575940603721248,VC2,20
720575940603747616,DC4,16
720575940603747616,VA1v,12
720575940603747616,VA3,6
720575940603751782,DC1,17
720575940603751782,DC2,28
720575940603751782,DP1m,48
720575940603751782,VM7d,11
720575940603773798,VA6,24
720575940604008672,DA4l,9
720575940604008672,DC1,10
720575940604008672,DL5,6
720575940604008672,DM6,12
720575940604008672,VA6,10
720575940604008672,VA7m,17
720575940604008672,VM5d,27
720575940604319078,DP1m,9
720575940604319078,VA6,14
720575940604478176,DP1m,13
720575940604478176,V,23
720575940604478176,VA2,26
720575940604478176,VA6,16
720575940604483040,DL5,7
720575940604489649,DP1l,6
720575940604489649,DP1m,5
720575940604489649,VA2,5
720575940604630240,VA5,5
720575940604630240,VM7d,36
720575940604630496,DM1,22
720575940604630496,DM3,13
720575940604630496,DP1m,39
720575940604630496,VA2,16
720575940604630496,VM4,14
720575940604766153,DM1,28
720575940604766153,DM2,37
720575940604766153,DM4,38
720575940604766153,VC4,24
720575940604770249,DM1,13
720575940604770249,DM3,6
720575940604770249,DP1m,15
720575940604770249,VC5,9
720575940604806345,DA4l,11
720575940604806345,DC1,16
720575940604806345,DL1,12
720575940604860332,DL1,29
720575940604860332,DM2,15
720575940604860332,VC3,18
720575940604860332,VL2a,5
720575940604860332,VL2p,14
720575940604884396,DC3,8
720575940604884396,DL1,23
720575940604884396,DM6,26
720575940604884396,DP1m,5
720575940604934572,D,13
720575940604934572,DL1,17
720575940604934572,DM6,12
720575940604934572,VA2,6
720575940604934572,VA3,15
720575940604934572,VA7m,15
720575940604935340,DL3,5
720575940604935340,VA2,18
720575940604935340,VP1d,16
720575940604962918,DA2,6
720575940604962918,DM1,27
720575940604962918,DP1l,39
720575940604962918,DP1m,8
720575940604963942,DC3,6
720575940604963942,DM6,21
720575940604963942,DP1l,18
720575940604963942,VA1d,21
720575940604963942,VA4,9
720575940604963942,VA7m,21
720575940604997152,DC2,21
720575940604997152,DL1,17
720575940604997152,DL5,10
720575940604997152,DM6,18
720575940604997152,DP1m,15
720575940604997152,VA7l,12
720575940604997152,VM5d,22
720575940604999526,DL5,12
720575940604999526,DM1,15
720575940604999526,VA7m,15
720575940604999526,VM5d,17
720575940604999526,VM5v,29
720575940605000550,DL1,13
720575940605000550,DL5,12
720575940605000550,VA1v,10
720575940605000550,VA7m,10
720575940605000550,VC3,11
720575940605000550,VM5d,11
720575940605029250,DA1,10
720575940605029250,DL1,10
720575940605036418,D,12
720575940605036418,DL2v,6
720575940605036418,DM5,8
720575940605036418,VA3,14
720575940605083838,DP1m,16
720575940605083838,VA1d,9
720575940605083838,VA1v,17
720575940605083838,VA6,21
720575940605083838,VA7l,15
720575940605083838,VL1,13
720575940605083838,VL2a,6
720575940605167025,DM1,9
720575940605167025,DM4,9
720575940605167025,DP1m,9
720575940605171121,DL1,15
720575940605171121,DL2d,17
720575940605171121,DM6,19
720575940605171121,VA7m,6
720575940605171121,VM7d,12
720575940605180337,DM2,20
720575940605180337,DM6,11
720575940605180337,DP1l,23
720575940605180337,VA2,23
720575940605180337,VA4,7
720575940605180337,VC2,12
720575940605180337,VM1,10
720575940605184102,DC1,14
720575940605184102,DL2v,20
720575940605184102,DM3,10
720575940605184102,VC1,16
720575940605196465,VA1d,35
720575940605196465,VA6,9
720575940605196465,VM2,21
720575940605197745,DC3,8
720575940605197745,DM2,13
720575940605197745,DM6,25
720575940605197745,VA7l,18
720575940605197745,VC4,14
720575940605197745,VC5,19
720575940605252041,DM1,30
720575940605252041,DM4,12
720575940605252041,VM7d,11
720575940605290441,DP1l,14
720575940605290441,VA1v,16
720575940605290441,VC1,14
720575940605290441,VM1,20
720575940605338290,DA4m,20
720575940605338290,DC4,15
720575940605338290,DM6,20
720575940605338290,VM7d,33
720575940605362610,DM1,22
720575940605362610,DM2,14
720575940605362610,DM6,14
720575940605362610,DP1m,21
720575940605362610,VA4,13
720575940605362610,VM3,10
720575940605407846,DP1l,29
720575940605407846,VA1d,25
720575940605407846,VM7d,15
720575940605451552,DC1,8
720575940605451552,DM2,18
720575940605451552,DP1m,20
720575940605451552,VA6,16
720575940605451552,VM7d,15
720575940605452064,DC1,15
720575940605452064,DP1m,14
720575940605488416,DA4l,14
720575940605488416,DC1,38
720575940605488416,DM1,25
720575940605488416,VM4,17
720575940605488416,VM5d,18
720575940605507249,DM4,25
720575940605507249,DP1l,17
720575940605507249,V,15
720575940605507249,VM2,22
720575940605541920,DM1,17
720575940605541920,DM4,39
720575940605541920,VA3,8
720575940605541920,VM5d,25
720575940605551718,DA4l,17
720575940605551718,DL1,30
720575940605551718,VA3,17
720575940605551718,VM5d,30
720575940605552742,D,5
720575940605552742,DL2d,16
720575940605552742,DM1,5
720575940605552742,DM5,8
720575940605552742,DP1m,9
720575940605552742,VA6,10
720575940605552742,VP1d,5
720575940605565886,DA1,17
720575940605565886,VA3,10
720575940605565886,VA4,15
720575940605565886,VA6,14
720575940605565886,VA7m,12
720575940605597216,DA1,16
720575940605597216,DM3,5
720575940605597216,VA2,9
720575940605597216,VC4,11
720575940605597216,VC5,14
720575940605606274,DA1,15
720575940605606274,DP1m,20
720575940605606274,VA1d,26
720575940605606274,VA2,17
720575940605606274,VA7l,5
720575940605606274,VC3,11
720575940605606274,VM5v,17
720575940605627057,DC1,38
720575940605627057,DL1,8
720575940605627057,DM2,7
720575940605627057,V,17
720575940605627057,VC5,21
720575940605664446,DC1,12
720575940605664446,DM1,16
720575940605664446,VC4,11
720575940605664446,VM3,9
720575940605792434,DL1,5
720575940605817522,DA1,7
720575940605817522,DL1,10
720575940605817522,DL3,7
720575940605817522,DP1l,8
720575940605934001,VA1v,14
720575940605934001,VA6,14
720575940605934001,VM5v,17
720575940605934001,VM7d,19
720575940605997257,DA4l,5
720575940605997257,DL1,13
720575940605997257,V,13
720575940605997257,VA7m,6
720575940605997257,VC5,5
720575940605997257,VL2p,12
720575940605997257,VM1,8
720575940605997513,VA1v,15
720575940605997513,VA7m,7
720575940605997513,VC3,9
720575940605997513,VM5d,6
720575940606331996,DL2v,31
720575940606331996,VA2,17
720575940606331996,VC4,30
720575940606331996,VM5d,24
720575940606331996,VM7d,23
720575940606341250,DL5,23
720575940606341250,VC5,17
720575940606341250,VL2a,16
720575940606341250,VM3,10
720575940606347394,DC3,11
720575940606347394,DL2d,24
720575940606347394,VA2,19
720575940606347394,VC2,12
720575940606347394,VM2,15
720575940606399068,DA1,26
720575940606399068,DC1,22
720575940606399068,VA1v,25
720575940606399068,VA6,22
720575940606399068,VL2a,18
720575940606452681,DM2,31
720575940606452681,DM3,24
720575940606452681,DM4,14
720575940606452681,VA2,31
720575940606452681,VM3,20
720575940606454108,DM1,18
720575940606454108,DP1m,27
720575940606454108,VA2,26
720575940606454108,VM3,17
720575940606477660,DM3,12
720575940606477660,DM4,8
720575940606477660,DP1l,27
720575940606477660,VA3,18
720575940606477660,VA4,8
720575940606483467,DC1,6
720575940606483467,DC2,15
720575940606483467,DL2v,30
720575940606483467,DP1m,25
720575940606483467,VC5,13
720575940606483467,VM3,19
720575940606483723,DC1,10
720575940606483723,DL5,24
720575940606483723,DM2,14
720575940606483723,DM6,24
720575940606483723,DP1m,26
720575940606483723,VL2p,13
720575940606496011,DL1,12
720575940606496011,DM6,8
720575940606496011,DP1l,13
720575940606549961,DM2,16
720575940606549961,DM6,22
720575940606549961,DP1l,27
720575940606549961,VA2,14
720575940606549961,VC2,5
720575940606549961,VL2a,11
720575940606549961,VM4,15
720575940606621362,DA1,16
720575940606621362,DL2v,30
720575940606621362,DP1l,14
720575940606621362,VL1,16
720575940606621362,VM2,22
720575940606621362,VM5d,23
720575940606667977,DM4,12
720575940606667977,VA1d,38
720575940606667977,VA6,15
720575940606667977,VA7l,13
720575940606680706,DL5,5
720575940606729858,DC3,26
720575940606729858,DM5,7
720575940606729858,DP1m,21
720575940606729858,VA7l,16
720575940606729858,VC4,18
720575940606864341,DL5,14
720575940606864341,DM2,27
720575940606864341,DM4,22
720575940606864341,VC2,18
720575940606864341,VM4,7
720575940606891221,DM1,26
720575940606891221,DM4,9
720575940606891221,DP1l,28
720575940606891221,VA2,12
720575940606891221,VA7m,14
720575940606891221,VM3,28
720575940606892162,DL2v,26
720575940606892162,DM2,13
720575940606892162,VA2,24
720575940606892162,VM7v,26
720575940606893186,VA2,21
720575940606893186,VC4,32
720575940606893186,VM5d,30
720575940606893186,VM5v,21
720575940606902741,DM6,21
720575940606902741,DP1l,6
720575940606902741,V,6
720575940606902741,VA1d,12
720575940606902741,VA7m,10
720575940606902741,VM4,7
720575940606902741,VM5d,12
720575940606941397,DA1,20
720575940606941397,DL1,18
720575940606941397,DP1m,21
720575940606941397,VL2a,7
720575940606947714,DL2d,23
720575940606947714,DM2,12
720575940606947714,V,22
720575940606947714,VA3,10
720575940606947714,VC2,13
720575940606954114,DA4l,19
720575940606954114,DL2d,24
720575940606954114,DL2v,26
720575940606954114,VC5,23
720575940606963586,D,9
720575940606963586,DC3,21
720575940606963586,DL1,33
720575940606963586,DL2d,24
720575940606963586,VC4,22
720575940606963586,VL2p,12
720575940606967682,D,23
720575940606967682,DP1m,18
720575940606967682,VC2,22
720575940606967682,VL2p,16
720575940606967682,VP1d,13
720575940606967730,DL1,32
720575940606967730,DM1,50
720575940606967730,VA1d,28
720575940606968450,D,10
720575940606968450,DC2,13
720575940606968450,DL5,8
720575940606968450,DP1m,8
720575940606968450,VA1v,12
720575940606968450,VC5,17
720575940606968962,DM6,18
720575940606968962,DP1l,17
720575940606968962,VA2,11
720575940606968962,VA3,30
720575940606968962,VC3,18
720575940606968962,VC5,11
720575940607010825,DL5,24
720575940607010825,DP1l,14
720575940607010825,VM5d,21
720575940607030281,DL1,11
720575940607030281,DM2,5
720575940607030281,DP1l,13
720575940607030281,VC2,10
720575940607030281,VM5v,9
720575940607280306,DP1m,27
720575940607280306,VA1v,15
720575940607280306,VC3,19
720575940607280306,VL2p,15
720575940607280818,DL2d,17
720575940607280818,VA7l,16
720575940607280818,VL2p,15
720575940607280818,VM1,25
720575940607280818,VM4,18
720575940607310531,DL2d,13
720575940607310531,DM1,15
720575940607310531,DM3,21
720575940607310531,DM4,10
720575940607310531,VM3,17
720575940607330499,DM1,18
720575940607330499,DM4,9
720575940607337155,DM1,18
720575940607337155,DM4,24
720575940607337155,DM6,22
720575940607337155,DP1m,30
720575940607337155,VA4,21
720575940607337923,DM1,31
720575940607337923,DM2,31
720575940607337923,DM3,20
720575940607337923,DP1m,16
720575940607337923,VM7d,17
720575940607351747,DM1,21
720575940607351747,DM3,14
720575940607351747,VA5,24
720575940607351747,VM2,40
720575940607352003,DM1,13
720575940607352003,VA1d,25
720575940607352003,VC3,34
720575940607352003,VM2,14
720575940607715420,D,8
720575940607715420,DL3,26
720575940607715420,DM5,24
720575940607715420,DP1m,20
720575940607715420,VA5,11
720575940607763467,DA4l,17
720575940607763467,VL2p,26
720575940607763467,VM5d,25
720575940607763467,VM7d,35
720575940607792139,DM4,5
720575940607792139,DM5,12
720575940607792139,DP1m,9
720575940607792139,VA2,10
720575940607792139,VA3,25
720575940607792139,VA6,28
720575940607792139,VL2a,9
720575940607804939,DC3,29
720575940607804939,DL1,15
720575940607804939,VA6,7
720575940607804939,VL2p,8
720575940607804939,VM5v,10
720575940607828233,VA3,11
720575940607828233,VC5,15
720575940607828233,VM5d,14
720575940607828233,VM5v,20
720575940607828233,VM7v,17
720575940607930716,DL1,12
720575940607930716,DM2,9
720575940607930716,DM3,13
720575940607930716,VA2,14
720575940607930716,VA7m,9
720575940607930716,VC4,12
720575940607971908,DM5,9
720575940607971908,DM6,24
720575940607971908,VA6,17
720575940607971908,VC5,18
720575940607971908,VL2a,19
720575940607978820,DL1,19
720575940607978820,VC2,20
720575940607978820,VL2p,11
720575940607978820,VP1d,14
720575940607981636,DM5,29
720575940607981636,VA6,32
720575940607981636,VC2,37
720575940607981636,VM3,21
720575940607984651,DP1l,42
720575940607984651,VA3,27
720575940607984651,VC4,16
720575940607984651,VM1,10
720575940607984651,VM4,27
720575940607993668,D,15
720575940607993668,DA1,10
720575940607993668,DC1,10
720575940607993668,DL5,14
720575940607993668,VA3,15
720575940607993668,VC3,11
720575940608015627,VM1,8
720575940608145877,DM2,14
720575940608145877,DP1m,30
720575940608145877,VA1d,22
720575940608145877,VA7m,13
720575940608145877,VC3,18
720575940608148693,DP1l,6
720575940608148693,VA3,5
720575940608148693,VA6,11
720575940608148693,VC5,6
720575940608176514,DA1,28
720575940608176514,DM4,13
720575940608176514,VA4,18
720575940608176514,VA7l,10
720575940608281180,VA5,8
720575940608281180,VM5v,9
720575940608286556,DM4,16
720575940608286556,VA1v,20
720575940608286556,VA5,10
720575940608286556,VM5d,14
720575940608328713,D,9
720575940608328713,DC1,6
720575940608328713,DL1,7
720575940608328713,DM1,18
720575940608328713,DM3,9
720575940608345867,VA3,14
720575940608345867,VA4,13
720575940608345867,VM5d,34
720575940608345867,VM7v,21
720575940608383243,D,33
720575940608383243,DL2v,15
720575940608383243,DM4,19
720575940608383243,VA1d,36
720575940608383243,VM2,14
720575940608386315,D,22
720575940608386315,DL1,11
720575940608386315,DL2d,16
720575940608386315,VA1v,10
720575940608386315,VA2,20
720575940608386315,VP1d,6
720575940608393739,DC1,18
720575940608393739,DP1l,12
720575940608393739,VM7v,12
720575940608433476,VA6,14
720575940608433476,VA7m,16
720575940608433476,VC3,19
720575940608447241,DA4l,23
720575940608447241,DA4m,18
720575940608447241,DL1,15
720575940608447241,VA6,13
720575940608456715,DC2,25
720575940608456715,DL5,18
720575940608456715,DM2,6
720575940608456715,VA3,18
720575940608456715,VA7m,19
720575940608505795,DA1,6
720575940608505795,DP1l,5
720575940608517385,DM4,13
720575940608517385,DM5,16
720575940608517385,V,14
720575940608524483,DA1,17
720575940608524483,DC1,14
720575940608524483,DC3,21
720575940608524483,DL1,13
720575940608524483,DL2d,11
720575940608524483,VL2a,18
720575940608527150,D,24
720575940608527150,DA4l,10
720575940608527150,DL2d,22
720575940608527150,VL2a,11
720575940608527150,VM4,10
720575940608532675,DC4,45
720575940608532675,DP1l,21
720575940608532675,VA5,14
720575940608532675,VA7m,5
720575940608550409,DM4,6
720575940608550409,DM6,10
720575940608550409,VM5v,5
720575940608550409,VM7v,10
720575940608621614,DC1,8
720575940608621614,DC3,9
720575940608621614,DL2v,29
720575940608621614,VA6,13
720575940608633134,DM1,31
720575940608633134,DM5,22
720575940608633134,VA1d,19
720575940608633134,VA2,27
720575940608633134,VC4,20
720575940608644654,DA1,16
720575940608644654,DC3,22
720575940608644654,VM5d,11
720575940608644654,VM7d,34
720575940608655918,DM1,11
720575940608655918,VM7d,5
720575940608657621,DP1l,6
720575940608657621,DP1m,8
720575940608662485,DM1,28
720575940608662485,VM3,26
720575940608662574,DM1,19
720575940608662574,DM6,12
720575940608662574,DP1l,28
720575940608662574,DP1m,12
720575940608662574,VC3,18
720575940608662574,VM2,13
720575940608662574,VM7d,18
720575940608768213,DA2,5
720575940608768213,VP1d,8
720575940608772821,DM2,18
720575940608772821,DP1l,26
720575940608772821,VL2a,24
720575940608772821,VM4,16
720575940608774776,DC1,13
720575940608774776,DM1,44
720575940608774776,DM2,47
720575940608774776,DM4,31
720575940608801749,DC1,29
720575940608801749,DP1l,19
720575940608801749,VA3,19
720575940608806776,DM1,24
720575940608806776,DM6,14
720575940608806776,DP1m,22
720575940608806776,VA7m,10
720575940608806776,VC3,21
720575940608806776,VM3,16
720575940608820600,DA2,6
720575940608820600,DC1,9
720575940608820600,VA5,13
720575940608820600,VC1,27
720575940608823509,DC2,20
720575940608823509,DC3,12
720575940608823509,VA3,24
720575940608823509,VA5,12
720575940608823509,VM2,22
720575940608823509,VM4,14
720575940609066030,DM1,13
720575940609097058,DM4,6
720575940609097058,DM6,6
720575940609097058,DP1m,5
720575940609097058,VA2,13
720575940609097058,VM2,5
720575940609104579,DA4l,10
720575940609104579,DL5,16
720575940609104579,DM3,10
720575940609104579,DM6,10
720575940609133102,DP1l,19
720575940609133102,VC4,7
720575940609133102,VL2a,25
720575940609143672,DP1l,12
720575940609143672,VM3,9
720575940609143672,VM7d,10
720575940609149394,DC3,19
720575940609149394,DL5,14
720575940609149394,DP1m,17
720575940609149394,VA7m,20
720575940609149394,VM5d,14
720575940609153746,DL2d,12
720575940609153746,DL2v,13
720575940609153746,DM2,16
720575940609153746,DP1m,5
720575940609153746,VA1d,10
720575940609153746,VC2,6
720575940609153746,VM1,15
720575940609163986,VA3,11
720575940609179331,D,10
720575940609179331,DM1,7
720575940609179331,VA3,19
720575940609184210,DL1,11
720575940609184210,DL5,10
720575940609184210,VC2,8
720575940609184210,VM1,12
720575940609190866,DA1,11
720575940609190866,DC1,14
720575940609190866,DL3,11
720575940609190866,VA1d,23
720575940609190866,VA2,20
720575940609190866,VM3,17
720575940609220291,DL5,6
720575940609220291,VM1,6
720575940609226702,DC1,25
720575940609226702,DP1m,16
720575940609226702,VA6,20
720575940609226702,VM5d,19
720575940609226702,VP1d,10
720575940609405646,DC1,8
720575940609405646,DM2,18
720575940609405646,VA6,34
720575940609405646,VC1,13
720575940609405646,VM5d,25
720575940609634571,DL2v,18
720575940609634571,DM2,6
720575940609634571,DM4,11
720575940609634571,DP1m,19
720575940609634571,V,14
720575940609634571,VA4,7
720575940609651554,DL2v,6
720575940609651554,DM1,15
720575940609651554,VA2,7
720575940609684946,DL2v,24
720575940609684946,DP1l,24
720575940609684946,DP1m,20
720575940609684946,VC3,41
720575940609694818,DC3,14
720575940609694818,DL1,25
720575940609694818,DL2v,33
720575940609694818,DM1,15
720575940609871253,DM1,27
720575940609871253,DM5,10
720575940609871253,VA2,18
720575940609871253,VC1,10
720575940609871253,VC2,27
720575940609871253,VM4,12
720575940609873358,DA1,11
720575940609873358,DA4m,7
720575940609873358,DM2,6
720575940609873358,DM4,13
720575940609873358,VP1d,11
720575940609921230,DL2v,6
720575940609921230,DM4,6
720575940609921230,V,5
720575940609935310,DC4,15
720575940609935310,DL1,24
720575940609935310,DP1m,12
720575940609935310,VA5,14
720575940609935310,VA7m,9
720575940609935310,VC1,12
720575940609935310,VM5d,15
720575940609940373,DA4m,16
720575940609940373,DL2v,16
720575940609940373,DL5,16
720575940609940373,VA2,12
720575940609940373,VM1,9
720575940609941653,DC1,6
720575940609941653,DM3,5
720575940609941653,VC5,14
720575940609941653,VM5d,18
720575940609941653,VM7v,11
720575940609944526,DM1,15
720575940609944526,DM2,6
720575940609944526,DP1m,8
720575940609944526,VM2,9
720575940609950869,DA3,13
720575940609950869,DM6,29
720575940609950869,VM2,8
720575940609950869,VM3,28
720575940609950869,VM5d,37
720575940609950869,VM5v,20
720575940609970801,DC1,26
720575940609970801,DM3,18
720575940609970801,DP1m,9
720575940609970801,VA2,21
720575940609979505,DC1,28
720575940609979505,DM4,18
720575940609979505,DP1m,12
720575940609999217,DL2v,22
720575940609999217,DM4,27
720575940609999217,DM5,18
720575940609999217,DP1l,22
720575940610029432,DM5,8
720575940610029432,DM6,31
720575940610029432,VA6,20
720575940610029432,VA7m,19
720575940610029432,VM5d,24
720575940610101210,DL2d,37
720575940610101210,DM3,24
720575940610101210,DM4,13
720575940610101210,VA2,24
720575940610101210,VM2,27
720575940610137050,DM1,12
720575940610137050,DM2,21
720575940610137050,DM4,11
720575940610137050,DP1l,29
720575940610137050,VM3,17
720575940610140378,DM2,5
720575940610140378,DP1m,12
720575940610140378,VA1v,17
720575940610140378,VM7d,11
720575940610147826,DA1,10
720575940610147826,DC1,13
720575940610147826,DC2,16
720575940610147826,VA3,10
720575940610147826,VA6,13
720575940610147826,VL2p,6
720575940610167987,DM1,22
720575940610167987,DM3,16
720575940610167987,DM4,26
720575940610167987,VA2,27
720575940610175218,DL2v,19
720575940610175218,DM2,23
720575940610175218,DM3,12
720575940610175218,DM4,23
720575940610175218,DP1m,9
720575940610191795,DM1,22
720575940610191795,DM2,5
720575940610191795,VA7m,20
720575940610191795,VC4,14
720575940610206387,DL1,22
720575940610206387,DL2d,25
720575940610206387,DL2v,17
720575940610206387,VA7l,12
720575940610206387,VC1,12
720575940610210034,DM6,11
720575940610210034,VA5,15
720575940610210034,VC2,11
720575940610210034,VM5v,12
720575940610336610,DM1,16
720575940610336610,DM2,24
720575940610336610,DM4,15
720575940610336610,VA2,14
720575940610336610,VL2p,12
720575940610347929,DL1,30
720575940610347929,DM2,12
720575940610347929,DM6,32
720575940610347929,VC3,26
720575940610358501,DA1,19
720575940610358501,DL2v,9
720575940610358501,DM1,14
720575940610358501,DM4,18
720575940610358501,DP1m,20
720575940610358501,VA2,17
720575940610375726,VA5,18
720575940610375726,VC3,21
720575940610375726,VM7v,20
720575940610386661,DM1,26
720575940610386661,VA1v,11
720575940610386661,VA2,22
720575940610386661,VM3,8
720575940610406776,DL2d,31
720575940610406776,DL4,25
720575940610406776,V,14
720575940610406776,VA7m,13
720575940610406776,VL2a,14
720575940610470130,DM1,8
720575940610470130,DM6,18
720575940610470130,DP1m,6
720575940610470130,VM2,5
720575940610470130,VM5d,18
720575940610470130,VM5v,13
720575940610505621,DA2,5
720575940610505621,DC1,16
720575940610505621,DC4,18
720575940610505621,DM6,7
720575940610505621,VA5,7
720575940610505621,VM5v,12
720575940610669786,DL1,6
720575940610669786,DM1,12
720575940610676403,DM2,14
720575940610676403,DM3,11
720575940610676403,VC1,18
720575940610676403,VM7v,17
720575940610690162,DM1,27
720575940610690162,DM2,24
720575940610690162,VA2,12
720575940610690162,VC3,18
720575940610690162,VC4,8
720575940610690162,VM3,11
720575940610690162,VM7d,22
720575940610691507,DC1,18
720575940610691507,DC2,13
720575940610691507,DP1m,13
720575940610710130,DA1,11
720575940610710130,DC1,11
720575940610710130,DM4,11
720575940610710130,VA6,13
720575940610743282,DC2,17
720575940610743282,DL1,16
720575940610743282,VA1v,24
720575940610743282,VL2p,8
720575940610773171,VL2p,8
720575940610773714,DM4,6
720575940610773714,VM3,5
720575940610784179,DL1,16
720575940610793395,DM1,26
720575940610793395,DP1m,10
720575940610793395,VM5d,9
720575940610793395,VM7v,5
720575940610906521,VA5,14
720575940610906521,VL2a,30
720575940610906521,VM4,25
720575940610907490,DA3,6
720575940610907490,DP1m,14
720575940610907490,VA4,16
720575940610907490,VC5,23
720575940610943897,DC3,11
720575940610943897,DM1,20
720575940610943897,DM4,9
720575940610943897,VC4,12
720575940610943897,VM3,20
720575940610943897,VM5d,17
720575940610943897,VM7d,23
720575940610944022,DM4,14
720575940610944022,VA4,17
720575940610944022,VM5d,19
720575940610945558,DA4m,5
720575940610945558,DC1,11
720575940610945558,VA1v,9
720575940610945558,VL1,8
720575940610946070,DC3,16
720575940610946070,VA1v,18
720575940610946070,VC1,8
720575940610946070,VC5,20
720575940610946070,VM2,20
720575940610946730,DL1,13
720575940610946730,DL2v,11
720575940610946730,DL5,16
720575940610946730,DM4,9
720575940610946730,DP1m,14
720575940610946730,VA3,25
720575940610946730,VC1,8
720575940610952089,VL2p,6
720575940610960994,DC2,28
720575940610960994,VA5,13
720575940610960994,VA6,20
720575940610960994,VC1,9
720575940610960994,VL2p,13
720575940610960994,VM7d,25
720575940610963734,DP1l,15
720575940610963734,VA2,9
720575940610963734,VC3,10
720575940610963734,VM2,17
720575940610963734,VM5d,19
720575940610990821,DL2v,16
720575940610990821,DM3,6
720575940610990821,DP1m,11
720575940611001061,D,13
720575940611001061,DA1,14
720575940611001061,DC2,12
720575940611001061,V,12
720575940611001061,VA6,6
720575940611045700,DM6,10
720575940611045700,VA7l,12
720575940611045700,VC2,11
720575940611045700,VC3,28
720575940611045700,VM4,14
720575940611045700,VM5v,21
720575940611098517,D,7
720575940611098517,DA1,8
720575940611098517,VA1v,7
720575940611110468,DC2,13
720575940611110468,DM2,5
720575940611110468,DM6,5
720575940611110468,VM5d,7
720575940611111061,D,15
720575940611111061,DA1,20
720575940611111061,VC2,18
720575940611111061,VM5d,29
720575940611111061,VP1d,7
720575940611111829,DC1,19
720575940611111829,DM1,18
720575940611111829,DM5,23
720575940611111829,VA2,23
720575940611111829,VM4,13
720575940611129571,DM2,10
720575940611129571,DM4,10
720575940611129571,VA6,28
720575940611129571,VM3,21
720575940611204323,DP1m,7
720575940611210865,DC1,14
720575940611210865,DL2v,30
720575940611210865,VA3,17
720575940611210865,VA4,30
720575940611210865,VM5d,24
720575940611343054,DL3,20
720575940611343054,DM4,19
720575940611343054,DP1m,37
720575940611343054,VC3,20
720575940611343054,VM1,14
720575940611343054,VM4,14
720575940611343218,DL1,15
720575940611343218,VM5v,10
720575940611450134,DM3,16
720575940611450134,DP1l,25
720575940611450134,VA3,20
720575940611450134,VM5d,30
720575940611453107,DM1,9
720575940611453107,DM2,5
720575940611453107,DM4,10
720575940611453107,VC3,7
720575940611532949,D,26
720575940611532949,DL2d,8
720575940611532949,VA4,10
720575940611532949,VA7m,15
720575940611532949,VC2,9
720575940611532949,VC3,16
720575940611532949,VL2a,16
720575940611532949,VM5d,13
720575940611569301,DA2,5
720575940611569301,DA4l,5
720575940611569301,VA6,13
720575940611569301,VC1,18
720575940611579541,DA1,17
720575940611579541,DL1,24
720575940611579541,DM2,6
720575940611579541,V,5
720575940611579541,VC3,11
720575940611586453,DM2,25
720575940611586453,DM3,5
720575940611586453,DM4,13
720575940611586453,DP1l,37
720575940611611378,DC1,15
720575940611611378,DM2,6
720575940611611378,VA6,24
720575940611611378,VC3,20
720575940611611378,VM5v,18
720575940611660714,DM6,11
720575940611660714,DP1m,7
720575940611660714,VA6,11
720575940611660714,VC3,7
720575940611660714,VM7v,13
720575940611664281,DC1,10
720575940611664281,DC3,14
720575940611664281,DL1,15
720575940611664281,DP1m,16
720575940611664281,VA4,8
720575940611664281,VA7l,10
720575940611686629,DM2,9
720575940611686629,DM5,7
720575940611686629,DP1m,18
720575940611686629,VA3,12
720575940611686629,VA6,8
720575940611686629,VM3,10
720575940611686809,DP1m,19
720575940611686809,VA2,20
720575940611686809,VA5,15
720575940611686809,VA7m,21
720575940611686809,VC1,24
720575940611686809,VC3,19
720575940611686809,VM4,15
720575940611696042,DA4l,14
720575940611696042,DC2,19
720575940611696042,V,12
720575940611696042,VA2,7
720575940611696042,VL2a,15
720575940611696042,VM5d,17
720575940611704813,DM1,23
720575940611704813,DP1m,28
720575940611704813,VA3,8
720575940611733997,DM1,33
720575940611733997,VC1,22
720575940611733997,VC3,17
720575940611733997,VC5,10
720575940611748594,DP1l,26
720575940611748594,VA1d,16
720575940611748594,VA3,34
720575940611748594,VL2a,25
720575940611748594,VM5d,25
